Center,Status,Case Number,Application SN,Title,Patent Expiration Date
NASA Johnson Space Center,Issued,MSC-24169-1,"11/671,210",Self-Regulating Control of Parasitic Electric Loads in Fuel Cell Power Systems,11 May 2029
NASA Johnson Space Center,Issued,MSC-24180-1,"12/167,332","Water Filtering Device, 100% Effective",09/14/2029
NASA Johnson Space Center,Issued,MSC-24184-1,"12/353,755",Ultra-Wideband (UWB) Two-Cluster Angle Of Arrival (AOA) Passive Tracking System Design,07/22/2030
NASA Johnson Space Center,Issued,MSC-24201-1,"11/610,295",A Description Of An Improved Method For Attaching An Inflatable Shell To A Rigid Interface,06/13/2027
NASA Johnson Space Center,Issued,MSC-24207-1,"11/625,670",X-38 Advanced Sublimator,04 December 2028
NASA Johnson Space Center,Issued,MSC-24215-1,"11/956,826",A Description Of A Concentric Nested Torroidal Inflatable Habitat,10 April 2030
NASA Johnson Space Center,Issued,MSC-24216-1,"12/240,537",A Description Of An Octonode Connecting Node Concept And Method,01 October 2030
NASA Johnson Space Center,Issued,MSC-24228-1,"11/421,196",New Architecture For Space Radiation Detection,03 July 2027
NASA Johnson Space Center,Issued,MSC-24238-1,12/757657,Microwave Tissue Welding For Wound Closure,11/17/2031
NASA Johnson Space Center,Issued,MSC-24263-1,"11/958,937",Impact Detection System,02 December 2029
NASA Johnson Space Center,Issued,MSC-24273-1,"11/778,858",Method For The Design And Analysis Of The Primary Load Bearing Layer That Interfaces To The Structural Pass-through Of An Inflatable Vessel,07/31/2029
NASA Johnson Space Center,Application,MSC-24314-1,12/880602,HDSS - High Density Spot Seeding,
NASA Johnson Space Center,Issued,MSC-24346-1,12/828558,Extended Range RFID and Sensor Tag,09 May 2031
NASA Johnson Space Center,Issued,MSC-24387-1,"12/323,912",Artificial Intelligence Algorithm For Assessing Postural Stability During Normal Daily Activities Using Shoe Insert Pressure Sensors,11/26/2028
NASA Johnson Space Center,Issued,MSC-24441-1,"12/190,364",A Capillary-based Static Phase Separator For Highly Variable Wetting Conditions,07 February 2029
NASA Johnson Space Center,Issued,MSC-24444-1,12/900644,Flash Infrared (IR) Thermography Contrast Computer Simulation And Data Analysis Software,04/22/2031
NASA Johnson Space Center,Application,MSC-24451-1,13/057399,Rapid Detection Of The Varicella Zoster Virus (VZV) In Saliva Samples,
NASA Johnson Space Center,Issued,MSC-24464-1,"12/502,575",Reconfigurable SEU/SET Tolerance for FPGAs,07/14/2029
NASA Johnson Space Center,Issued,MSC-24466-1,"12/370,021",Battery cell voltage sensing and balancing using addressable transformers with electrical isolation and minimal additional connector pins and circuitry.,07 January 2030
NASA Johnson Space Center,Application,MSC-24490-1,"12/612,171",High Altitude Hydration System,
NASA Johnson Space Center,Application,MSC-24506-1,12/971919,A Method to Measure and Estimate Normalized contrast In Infrared Flash Thermography,01 August 2030
NASA Johnson Space Center,Issued,MSC-24508-1,"12/174,380",METHOD FOR MAKING A MICROPOROUS MEMBRANE,12/31/2030
NASA Johnson Space Center,Issued,MSC-24509-1,12/855384,Battery Fault Detection with Saturating Transformers,02 February 2032
NASA Johnson Space Center,Issued,MSC-24525-1,12/894749,Deployable Fresnel Rings,10 November 2031
NASA Johnson Space Center,Application,MSC-24541-1,12/899815,"Electromagnetic Time-Variance Magnetic Fields (TVMF) to generate, and re-grow Cartilage Cells by a Noninvasive Method",
NASA Johnson Space Center,Issued,MSC-24569-1,12/331844,Planar Torsion Spring,
NASA Johnson Space Center,Issued,MSC-24570-1,12/269579,Bidirectional Tendon Terminator,
NASA Johnson Space Center,Issued,MSC-24571-1,12/241309,Tendon Tension Sensor,
NASA Johnson Space Center,Application,MSC-24685-1,"12/269,552",Sensing the Tendon Tension through the Conduit Reaction Forces,11 December 2028
NASA Johnson Space Center,Application,MSC-24686-1,"12/335,153",Joint Space Impedance Control for Tendon-Driven Manipulators,12/15/2028
NASA Johnson Space Center,Issued,MSC-24687-1,12/338697,Multiple Priority Operational Space Impedance Control,
NASA Johnson Space Center,Issued,MSC-24688-1,12/474068,CONTACT STATE ESTIMATION FOR MULTI-FINGER ROBOT HANDS USING PARTICLE FILTERS,
NASA Johnson Space Center,Issued,MSC-24689-1,12/241320,PHALANGE TACTILE LOAD CELL,09/30/2028
NASA Johnson Space Center,Issued,MSC-24732-1,12/624445,METHOD AND APPARATUS FOR AUTOMATIC CONTROL OF A HUMANOID ROBOT,
NASA Johnson Space Center,Application,MSC-24733-1,13/349265,Pyrometer,
NASA Johnson Space Center,Application,MSC-24734-1,12/564088,Dexterous Humanoid Robotic Wrist,
NASA Johnson Space Center,Application,MSC-24735-1,12/564086,Tendon Driven Finger Actuation System,
NASA Johnson Space Center,Issued,MSC-24736-1,12/564090,Rotary Series Elastic Actuator,
NASA Johnson Space Center,Issued,MSC-24737-1,12/564124,ACTUATOR AND ELECTRONICS PACKAGING FOR EXTRINSIC HUMANOID HAND,
NASA Johnson Space Center,Application,MSC-24738-1,12/564094,FRAMEWORK AND METHOD FOR CONTROLLING A ROBOTIC SYSTEM USING A DISTRIBUTED COMPUTER NETWORK,
NASA Johnson Space Center,Application,MSC-24739-1,12/564084,Dexterous Humanoid Robot,
NASA Johnson Space Center,Application,MSC-24740-1,12/564078,Dexterous Humanoid Robotic Finger,
NASA Johnson Space Center,Issued,MSC-24741-1,12/564095,Human Grasp Assist,09/23/2029
NASA Johnson Space Center,Application,MSC-24742-1,12/564076,Integrated High Speed FPGA Based Torque Controller,
NASA Johnson Space Center,Application,MSC-24743-1,12/564092,Rotary Absolute Position Sensor Calibration,
NASA Johnson Space Center,Application,MSC-24744-1,12/564083,"Diagnostics, prognostics & health management for humanoid robotics and method thereof",
NASA Johnson Space Center,GM,MSC-24745-1,12/564085,ROBOTIC THUMB ASSEMBLY,
NASA Johnson Space Center,Application,MSC-24746-1,12/564096,Interactive Robot Control System,
NASA Johnson Space Center,Issued,MSC-24747-1,12/564074,VISUAL PERCEPTION SYSTEM AND METHOD FOR A HUMANOID ROBOT,
NASA Johnson Space Center,Issued,MSC-24750-1,12/686512,HIERARCHICAL ROBOT CONTROL SYSTEM AND METHOD FOR CONTROLLING SELECT DEGREES OF FREEDOM OF AN OBJECT USING MULTIPLE MANIPULATORS,
NASA Johnson Space Center,Issued,MSC-24751-1,12/720725,TENSION DISTRIBUTION IN A TENDON-DRIVEN ROBOTIC FINGER,
NASA Johnson Space Center,Issued,MSC-24752-1,12/706744,CONNECTOR PIN AND METHOD,
NASA Johnson Space Center,Application,MSC-24753-1,12/720727,UNDERACTUATED DESIGN AND CONTROL OF A TENDON-DRIVEN FINGER,
NASA Johnson Space Center,Application,MSC-24755-1,12/698832,Architecture For Robust Force and Impedance Control Of Series Elastic Actuators,
NASA Johnson Space Center,Application,MSC-24758-1,14/184278,RFID Cavity,03 November 2033
NASA Johnson Space Center,Application,MSC-24798-1,13/789903,Soft Decision Analyzer (SDA),03 August 2033
NASA Johnson Space Center,Application,MSC-24811-1,"13/461,487",Self-enclosed and pipette free DNA/RNA Isolation device,
NASA Johnson Space Center,Application,MSC-24813-1,13/791290,Pre-Polymerase Chain Reaction Preparation Kit,08 June 2032
NASA Johnson Space Center,Application,MSC-24817-1,12/760954,Method and Apparatus for Calibrating Multi-Axis Load Cells in a Dexterous Robot,
NASA Johnson Space Center,Application,MSC-24837-1,12/787479,Applying Workspace Limitations in a Velocity-Controlled Robotic Mechanism,
NASA Johnson Space Center,Application,MSC-24919-1,13/790591,"RFID Waveguide, Antenna, and Cavity Sensors",07/13/2032
NASA Johnson Space Center,Issued,MSC-24926-1,12/629637,IN-VIVO TENSION CALIBRATION IN TENDON-DRIVEN MANIPULATORS,
NASA Johnson Space Center,Issued,MSC-24930-1,12/916803,ROBUST OPERATION OF TENDON-DRIVEN ROBOT FINGERS USING FORCE AND POSITION-BASED CONTROL LAWS,
NASA Johnson Space Center,Application,MSC-25026-1,13/354552,Battery Charge Equalizer with transformer array,
NASA Johnson Space Center,Issued,MSC-25053-1,29/359105,ROBOT,04 June 2030
NASA Johnson Space Center,Application,MSC-25056-1,13/014901,SYSTEM AND METHOD FOR TENSIONING A ROBOTICALLY ACTUATED TENDON,
NASA Johnson Space Center,Issued,MSC-25084-1,12/474430,METHOD AND APPARATUS FOR ELECTROMAGNETICALLY BRAKING A MOTOR,05/29/2029
NASA Johnson Space Center,Application,MSC-25084-DE,12/474430,Method and Apparatus for Electromagnetically Braking a Motor,
NASA Johnson Space Center,Application,MSC-25084-JP,12/474430,Method and Apparatus for Electromagnetically Braking a Motor,
NASA Johnson Space Center,Application,MSC-25091-1,13/199484,"FRET-Aptamer Assays for C-Telopeptide, Creatinine and Vitamin D",08/31/2031
NASA Johnson Space Center,Issued,MSC-25121-1,12/875254,WORKSPACE SAFE OPERATION OF A FORCE- OR IMPEDANCE-CONTROLLED ROBOT,
NASA Johnson Space Center,Application,MSC-25149-1,13/196252,Controlling Execution Sequence Using Tactile-Classification during manipulation by a humanoid robot,
NASA Johnson Space Center,Application,MSC-25216-1,"13/439,546",METHOD AND COMPOSITION FOR AMELIORATING THE EFFECTS FOR A SUBJECT EXPOSED TO RADIATION OR OTHER SOURCES OF OXIDATIVE STRESS,
NASA Johnson Space Center,Application,MSC-25217-1,13/272442,METHOD FOR DYNAMIC OPTIMIZATION OF A ROBOT CONTROL INTERFACE,
NASA Johnson Space Center,Application,MSC-25219,13/207911,FAST GRASP CONTACT COMPUTATION FOR A SERIAL ROBOT,
NASA Johnson Space Center,Application,MSC-25265-1,13/851778,New method and device for digital to analog transformations and reconstructions of multichannel electrocardiograms,10/30/2032
NASA Johnson Space Center,Application,MSC-25286-1,14/252660,A chemical formulation to stabilize urine and minimize the precipitation potential of minerals during distillation of urine,03 November 2033
NASA Johnson Space Center,Application,MSC-25313-1,13/774835,Hydrostatic Hyperbaric Chamber,02/22/2033
NASA Johnson Space Center,Application,MSC-25318,13/408668,HUMAN GRASP ASSIST SOFT,
NASA Johnson Space Center,Application,MSC-25319,13/408656,HUMAN GRASP ASSIST ,
NASA Johnson Space Center,Application,MSC-25320,13/408675,HUMAN GRASP ASSIST CONTROLS,
NASA Johnson Space Center,Application,MSC-25327-1,13/459557,COMMUNICATION SYSTEM AND METHOD,
NASA Johnson Space Center,Application,MSC-25386-1,13/951671,Active Response Gravity Offload System - Vertical Software Release,07/26/2033
NASA Johnson Space Center,Application,MSC-25590-1,13/790927,Systems and Methods for RFID-Enabled Information Collection,
NASA Johnson Space Center,Application,MSC-25604-1,13/791584,Systems and Methods for RFID-Enabled Dispenser,
NASA Johnson Space Center,Application,MSC-25605-1,13/790721,Switch Using Radio Frequency Identification,
NASA Johnson Space Center,Application,MSC-25626-1,"14/200,122",RFID Torque-Sensing Tag System for Fasteners,03 July 2034
NASA Johnson Space Center,Application,MSC-25632-1,13/803017,"ROBOT TASK COMMANDER WITH EXTENSIBLE PROGRAMMING ENVIRONMENT
",03/14/2033
NASA Johnson Space Center,Application,MSC-25758-1,14/184303,"Methods, Systems and Apparatuses for Radio Frequency Identification",03 November 2033
NASA Johnson Space Center,Application,MSC-25759-1,14/184337,"Methods, Systems and Apparatuses for Radio Frequency Identification",03 November 2033
NASA Johnson Space Center,Application,MSC-25760-1,14/184365,"Methods, Systems and Apparatuses for Radio Frequency Identification",03 November 2033
NASA Jet Propulsion Laboratory,Application,NPO-17734-1,"07/700,830",Formation Of Self-Aligned Guard Ring For Silicide Schottky-Barrier Diodes Used For Infrared Detection,
NASA Jet Propulsion Laboratory,Issued,NPO-19289-1,"09/412,199",On-Chip Learning In VLSI Hardware,10 January 2019
NASA Jet Propulsion Laboratory,Application,NPO-19769-1,"08/868,175",Automated Cargo Inventory Identification Transponder,
NASA Jet Propulsion Laboratory,Issued,NPO-19855-1,"09/853,931",Champagne Heat Pump,05 September 2021
NASA Jet Propulsion Laboratory,Issued,NPO-20031-1,"10/176,761",Receiver Controlled Phased Array Antenna,07/19/2022
NASA Jet Propulsion Laboratory,Issued,NPO-20837-1,"09/591,386",MORPHING TECHNIQUE FOR ACCELERATED EVOLUTIONARY SYNTHESIS OF ELECTRONIC CIRCUITS,06 July 2020
NASA Jet Propulsion Laboratory,Application,NPO-21136-1,"10/219,384",A CMOS ACTIVE PIXEL SENSOR (APS) FOR READING COMPACT DISCS,
NASA Jet Propulsion Laboratory,Issued,NPO-30703-1,"10/424,287",ENCRYPTING DIGITAL CAMERA,04/23/2023
NASA Jet Propulsion Laboratory,Issued,NPO-40040-1,"40/863,835",A Concept For Suppressing Sublimation In Advanced Thermoelectric Devices,06 July 2024
NASA Jet Propulsion Laboratory,Issued,NPO-40407-1,"11/056,633",Piezoelectrically Enhanced PhotoCathode (PEPC),02 September 2025
NASA Jet Propulsion Laboratory,Issued,NPO-40827-1,"11/1,465",SELF-MOUNTABLE AND EXTRACTABLE ULTRASONIC/SONIC ANCHOR (U/S-Anchor),12 January 2024
NASA Jet Propulsion Laboratory,Issued,NPO-41446-1,"11/602,440",Architecture Of An Autonomous Radio,09 December 2031
NASA Jet Propulsion Laboratory,Issued,NPO-41506-2,"12/720,103",BIOMARKER SENSOR SYSTEM AND METHOD FOR MULTI-COLOR IMAGING AND PROCESSING OF SINGLE-MOLECULE LIFE SIGNATURES,04 September 2031
NASA Jet Propulsion Laboratory,Issued,NPO-41511-1,"11/376,638",Wideband (31 To 36 GHz) 24-Way Radial Power Combiner/Divider Fed By A Marie Transducer,03/14/2026
NASA Jet Propulsion Laboratory,Issued,NPO-41982-1,"12/415,206",Inverse Tomographic Approach To Create Arbitrary Sidewall Geometries In 3D Using LiGA Technologies,03 March 2021
NASA Jet Propulsion Laboratory,Issued,NPO-42131-1,"11/756,819",PORTABLE RAPID AND QUIET DRILL (PRAQD),11 February 2027
NASA Jet Propulsion Laboratory,Issued,NPO-42312-1,"11/422,147",Slow light in chains of vertically coupled whispering gallery mode resonators,06 May 2026
NASA Jet Propulsion Laboratory,Issued,NPO-42466-1,"11/924,766",Swept frequency laser metrology system,10/26/2027
NASA Jet Propulsion Laboratory,Issued,NPO-42563-1,"11/456,441",Submersible Vehicle Propulsion and Power Generation,07 October 2026
NASA Jet Propulsion Laboratory,Issued,NPO-42672-1,"11/756,793",Micro Robot Explorer (SpiderBot) Mesh Crawler,06 August 2030
NASA Jet Propulsion Laboratory,Issued,NPO-43213-1,"11/764,359",Patterning packing materials for Fluidic Channels,10/13/2029
NASA Jet Propulsion Laboratory,Issued,NPO-43348-1,"12/40,459",Precise delay measurement circuit on FPGAs,01/31/2029
NASA Jet Propulsion Laboratory,Issued,NPO-43361-1,"11/741,213","High Resolution, Continuous Field of View, Non-Rotating Imaging Sensor Head",10/15/2028
NASA Jet Propulsion Laboratory,Issued,NPO-43524-1,"11/683,007",Dusty Plasma Thruster,01 March 2029
NASA Jet Propulsion Laboratory,Issued,NPO-44079-1,"11/781,022",Enhanced Interference Cancellation and Telemetry Reception with a Single Parabolic Dish Antenna using a Focal Plane Array,04/30/2030
NASA Jet Propulsion Laboratory,Issued,NPO-44765-1,"11/928,069",Ultrasonic/Sonic Rotary-Hammer Drill (USRoHD),04/15/2028
NASA Jet Propulsion Laboratory,Issued,NPO-44914-1,"11/926,279","Magnetically-Conformed, Variable Area Discharge Chamber for Hall Thruster Plasma Accelerators",06 August 2031
NASA Jet Propulsion Laboratory,Issued,NPO-45053-1,"12/119,989",The process of significant improving of optical quality factor of whispering gallery mode resonator.,09/15/2030
NASA Jet Propulsion Laboratory,Issued,NPO-45911-1,"12/508,006",Method to Improve Indium Bump Bonding Via Indium Oxide Removal Using a Two Step Plasma Process,08/16/2030
NASA Jet Propulsion Laboratory,Issued,NPO-45948-1,"12/490,422",Monolithic Afocal Telescope,06/24/2029
NASA Jet Propulsion Laboratory,Application,NPO-46253-1,"12/237,159",Generation of optical combs in a whispering gallery mode resonator from a bichromatic pump,
NASA Jet Propulsion Laboratory,Issued,NPO-46843-1,"12/541,725","A single-layer, all-metal patch antenna element with wide bandwidth",09/25/2030
NASA Jet Propulsion Laboratory,Issued,NPO-46938-1,"12/691,070",A 201Hg+ co-magnetometer for 199Hg+ trapped ion space atomic clocks,04 March 2030
NASA Jet Propulsion Laboratory,Application,NPO-47300-1,"13/017,174","Textured Si Anode for High Capacity, Rapid Charge Rate Li Ion Batteries",
NASA Jet Propulsion Laboratory,Application,NPO-47300-2,"13/895,499","Textured Si Anode for High Capacity, Rapid Charge Rate Li Ion Batteries",01/31/2031
NASA Jet Propulsion Laboratory,Issued,NPO-47310-1,"13/018,672",Coherent Detector for Near-Angle Scattering and Polarization Characterization of Telescope Mirror Coatings,03/24/2032
NASA Jet Propulsion Laboratory,Issued,NPO-47604-1,"13/277,954",Surface Enhanced Raman Scattering using Silica Whispering-Gallery Mode Resonators,07 October 2032
NASA Jet Propulsion Laboratory,Application,NPO-47717-1,"13/281,683",360-Degree Camera Head for Unmanned Surface Sea Vehicles,
